show_title,rating,image,trailer,description,cast_members
mighty bheem's playtime,5.0,https://m.media-amazon.com/images/M/MV5BOGZiOTIzNGItNzVkOC00N2NkLWI3MTYtZDFjYjAxOWEzMWZjXkEyXkFqcGc@.jpg,,"When Mumma Bheem gets a new job as the palace Chef, it's time for Bheem to start school.",
jo koy: live from brooklyn,6.6,https://m.media-amazon.com/images/M/MV5BYTcyOTg0NjMtNDgyYy00MmNkLTkyNjYtYjM1NDQ4ODNlNjBmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=YtYkom8q3MA,"A stand-up comedy special filmed at the historic King's Theatre in Brooklyn, NY, where Jo Koy humorously explores topics like social media, getting older and entering a new life phase.",Jo Koy
greater kalesh,5.0,https://m.media-amazon.com/images/M/MV5BOGJlNDg2ZGUtMTE2MC00ZDk1LTllYWEtMmRkZmUwNTdlY2MzXkEyXkFqcGc@.jpg,,"Twinkle returns home for a surprise Diwali trip, but secrets and disagreements test her family's bonds in ways she never imagined.",
sosyal climbers,5.0,https://m.media-amazon.com/images/M/MV5BYzgzZjZlYWUtZGJhYy00ZTY3LWIxMzMtYjM1NDg3MmUyYzg0XkEyXkFqcGc@.jpg,,"Stuck with a massive debt after falling for a scam, two wannabe socialites create elaborate fake identities to swindle the rich out of their money.","Pam Arambulo, Ricky Davao, Shanaia Gomez, Bart Guingona, Cheska Iñigo"
back to 15,7.0,https://m.media-amazon.com/images/M/MV5BYTI1YzU0YzMtODc0MS00ZDU2LWJlNjEtN2ZjN2UwNTYwMGM1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=6l4mTzQ8iQo,"Unhappy at work and in her personal life, Anita discovers a way to travel back to age 15. What will she change in her past?",
the whirlwind,6.4,https://m.media-amazon.com/images/M/MV5BM2UwN2ZjZjUtYTE3OC00NTVhLThmMDItY2QwYjcwNzE2NzJmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=WxEGkbnl4MQ,"Three cowboys, mistaken for members of an outlaw gang, are relentlessly pursued by a posse.","Jack Nicholson, Cameron Mitchell, Millie Perkins, Katherine Squire, George Mitchell"
fisk,8.0,https://m.media-amazon.com/images/M/MV5BMDljYTdiYWUtNTMyOC00MTEwLWFjNWMtOGFjODQ1YjczNmVhXkEyXkFqcGc@.jpg,,"Fast-paced comedy about high-end contracts lawyer Helen Tudor-Fisk, who is forced to take a job at a shabby, suburban law firm following a humiliating marriage breakdown and a professional fall from grace.",
house of ga'a,4.0,https://m.media-amazon.com/images/M/MV5BZGMzOTBkYTYtYzc3Ny00ZmExLTkwNTctZTc2MDA0MGM2ZGU1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=I6uNj0Zlak8,"A ruthless Prime Minister desperate for revenge ferociously rises to power, stopping at nothing to become more powerful than the kings he served.","Femi Branch, Mike Afolarin, Funke Akindele, Toyin Abraham, Ibrahim Chatta"
creature,6.1,https://m.media-amazon.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@.jpg,https://www.youtube.com/watch?v=r9rjhB7KWEc,"Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town.",
miss adrenaline: a tale of twins,7.2,https://m.media-amazon.com/images/M/MV5BZDBmYzY2Y2EtZDViMi00Njg4LWI2YjctZTAxZDY4ODk4NzNiXkEyXkFqcGc@.jpg,,A competitive biker takes the identity of her long-lost identical twin sister to bring her killers to justice and get the truth behind their separation.,"Emmanuel Restrepo, Alisson Joan, Alejandro Buitrago, Erik Joel Rodríguez, Sofía Estrada"
frankly speaking,6.5,https://m.media-amazon.com/images/M/MV5BNzQ5NDBjNWEtMWI4Mi00ZGU0LTk5MzEtOWVhOTliNmIxMDAwXkEyXkFqcGc@.jpg,,"A well-respected announcer suddenly loses his ability to self-censor on air, catching the attention of a TV writer who invites him on her variety show.",
a woman with no filter,5.3,https://m.media-amazon.com/images/M/MV5BMGU3ZDIxOTgtMjczYy00NTg4LTgxZTktOTVkZjRjNWFjNzg0XkEyXkFqcGc@.jpg,,"Paz, a kind woman, has allowed everyone around her to treat her as if she were worth nothing, keeping silent so as not to hurt feelings. Until one day, in her head, a phenomenon forces her to express what she feels.",
marry my dead body,7.0,https://m.media-amazon.com/images/M/MV5BMDY3OGQ4ZWMtMTU0OC00NjIzLTg3NTktYTI5NTllZWM0NDhkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=BCFyt7GkOmY,"One day a police officer finds a red wedding envelope, only to find out that the owner is in fact a ghost asking for the officer's hand in marriage before reincarnation. What will happen when a human and a ghost form a special bond?","Greg Han Hsu, Po-Hung Lin, Gingle Wang, Chen-Nan Tsai, Man-Chiao Wang"
pro bono,7.8,https://m.media-amazon.com/images/M/MV5BZmE0NTYxN2ItZTRiNi00YTI4LWEyNmQtZjZkYzhmMTc5YzY5XkEyXkFqcGc@.jpg,,"When a respected judge's world falls apart overnight, he joins a top law firm's pro bono team - where hope and purpose wait in humble, unexpected places.",
wwe: unreal,8.0,https://m.media-amazon.com/images/M/MV5BM2YxYjJjZDUtMGM5MS00NzRjLTgyNWItNDM1OTJjNzUyNmNmXkEyXkFqcGc@.jpg,,Behind the scenes with WWE Superstars and staff from RAW to WrestleMania as they create wrestling's grandest events.,Silas Elsene
di4ries,6.9,https://m.media-amazon.com/images/M/MV5BOTQzYTVjNzItNmVjZS00NjQ2LTgzY2EtYzU5OGMxNTUxMjk0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=8nGcf4tBdF8,"First crushes, first kisses, beautiful friendships - and quarrels between rivals. At the Galileo Galilei middle school, days go by among a thousand surprises.",
holy family,6.5,https://m.media-amazon.com/images/M/MV5BMTQ3N2Q3NjMtN2YxZC00OWY5LTkyMmYtYzAyYTYyZGZmZmYyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=_YiHIA5Zln0,"A family hiding a shocking secret starts over in Madrid, where new relationships complicate their plans and the past begins to catch up with them.",
super rich in korea,4.3,https://m.media-amazon.com/images/M/MV5BZjBkYzFlYWYtNGViOC00YTk0LTk0NTctOWRhM2E2ZWI1MWQ0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=w8rmi28SZ_s,"Singaporean tycoons, Italian luxury brand heirs, and Pakistani nobles. Explore the lavish lives of multibillionaires living in Korea, and why they came.",
apaixonada,4.2,https://m.media-amazon.com/images/M/MV5BNzE2NDRkMjUtNzdmNC00OGE5LWFiMmQtZmM3MjdiMzBiNGE3XkEyXkFqcGc@.jpg,,"Apaixonada, a book by Cris Souza Fontes, follows a woman who faces an identity crisis and embarks on a journey of self-discovery.",
the upshaws,7.0,https://m.media-amazon.com/images/M/MV5BZWY2MWQ5ZGQtMGM3OC00YzRiLWJiN2EtNGI0NGNhMDhhOWM2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=H172Id0Kz-c,A working-class African American family in Indiana struggles to make it work and make it right with no blueprints.,"Mike Epps, Kim Fields, Khali Spraggins, Wanda Sykes, Jermelle Simon"
kota factory,9.0,https://m.media-amazon.com/images/M/MV5BY2U5MjY1NWEtZDI2MS00NTlhLWEyODQtYzE0MzY3NDUyNzE3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=pNZQ6msbOvM,"In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",
i am not mendoza,6.2,https://m.media-amazon.com/images/M/MV5BZjNkMThlMjUtOGFmOS00OWE5LWI3ZDYtN2Y1M2JiNDZiZjk0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=loAQaF8RfY0,"A debt collector is kidnapped and made to take over a rich businessman's identity, facing deadly threats, a forced marriage, and powerful enemies while living his dangerous double life.",
un/happy for you,5.8,https://m.media-amazon.com/images/M/MV5BMGFjYjk4M2ItYjVjNS00NjExLTg1YzUtNzc1ZDE2ZmQ5YzI0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=bFC9sSIk_cc,"Chef Juancho reunites with ex-girlfriend Zy, visiting hometown. Initially seeking revenge against her engagement, he unexpectedly redevelops feelings.","Joshua Garcia, Julia Barretto, Nonie Buencamino, Ketchup Eusebio, John Lapus"
instant family,7.3,https://m.media-amazon.com/images/M/MV5BZjM3NTYzYWItMzY0YS00NjliLTg3MzktYzZkM2Q5YTA5MDExXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=IUfZq3DUd3Y,A couple find themselves in over their heads when they foster three children.,
the apothecary diaries,8.6,https://m.media-amazon.com/images/M/MV5BNjAxMmFjZjgtYjM1ZS00NzdmLTliZDktZmIyMzU5YTBlNDBmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=XYNGkSvFT8c,"A young maiden is kidnapped and sold into servitude at the emperor's palace, where she secretly employs her pharmacist skills with the help of the head eunuch to unravel medical mysteries in the inner court.",
cosmic princess kaguya!,7.1,https://m.media-amazon.com/images/M/MV5BNjY1OTAwNmUtYjY3Ny00MTFjLTk5MDctZmNiNTYwZTAyOWE1XkEyXkFqcGc@.jpg,,"17-year-old Iroha leads a busy life juggling school and part-time work. Enter Kaguya, a mysterious girl from the moon who crash-lands into her life.","Yuko Natsuyoshi, Anna Nagase, Saori Hayami, Rie Kugimiya, Max Mittelman"
mismatched,6.0,https://m.media-amazon.com/images/M/MV5BNjBkOGQ1OWYtMTg3NC00MTRmLWFhNGMtNDkyMzFmZDliMDlmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=vIZWLvcMS9c,The movie will be a romantic film featuring two people who are not right for each other. The story is about Prajakta's character who is a tech wizard and the guy who is interested in her.,
crypto boy,5.8,https://m.media-amazon.com/images/M/MV5BZDlmZTRjYzQtZjFkYy00MTFmLWExZGUtNzE3ZGU1MTY2NjFmXkEyXkFqcGc@.jpg,,"Following a dispute with his father, a young man falls prey to cryptocurrency's allure and an entrepreneur's audacious promises of financial freedom.","Shahine El-Hamus, Sabri Saad El-Hamus, Minne Koole, Evrim Akyigit, Nadia Amin"
you and everything else,8.0,https://m.media-amazon.com/images/M/MV5BNDFjYThhY2MtZmE4Yy00MjM1LTg0YTItMGMwNjA4MWRmNGI3XkEyXkFqcGc@.jpg,,Two friends linked by warmth and tension grow apart - until one is asked to accompany the other through her final days.,
drawing closer,7.7,https://m.media-amazon.com/images/M/MV5BZDdhODE4NTAtNDc0NS00ZTk1LTk3Y2YtNTE4ODZjMDQ1NjZiXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=WMpngmDc7Sg,"With only a year left to live, 17-year-old Akito finds new meaning in life by bringing joy to a terminally ill girl who has just six months remaining.",
bison kaalamaadan,7.7,https://m.media-amazon.com/images/M/MV5BM2EwYjMyZmEtYmY3Yy00YWUxLWI4YjQtNTQxZTdhZjBhNDNmXkEyXkFqcGc@.jpg,,A young man fights to overcome violence plaguing his village and succeed as a professional kabaddi player.,
"ice cold: murder, coffee and jessica wongso",5.9,https://m.media-amazon.com/images/M/MV5BMzgyYmY2MjMtN2NmNS00MDE4LTlkYzctZmY1YjQwZjNmYjkxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=CmWAcjlOzd8,"This documentary delves into the unanswered questions surrounding the trial of Jessica Wongso years after the death of her best friend, Mirna Salihin.",
spy kids,5.6,https://m.media-amazon.com/images/M/MV5BZTQyNDA0ZDctZjFkMC00NDA1LWI3Y2QtOWY5OWE0NTQ2YzJjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=GE5aHKJp6HI,"Two kids become spies in attempt to save their ex-spies parents from an evil mastermind. Armed with a bag of high tech gadgets, Carmen and Juni will bravely crisscross the globe on a mission to save their parents and maybe even the world.","Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino, Alan Cumming"
kontrabida academy,5.9,https://m.media-amazon.com/images/M/MV5BZGU2ZTE2NDEtNGU2OC00ODA4LWFlMDMtMGE0NjZhMzJjYTRiXkEyXkFqcGc@.jpg,,"When a mysterious TV transports her to a school for on-screen villains, a restaurant worker finds new purpose - and a way to get back at her enemies.",
the dead don't die,5.4,https://m.media-amazon.com/images/M/MV5BMGQzMTFkM2UtZDhmOC00OGY4LWFjYzctMjljZDkzYTAxN2VmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=bs5ZOcU6Bnw,The focus is on the sleepy small town of Centerville where the dead become undead.,"Bill Murray, Adam Driver, Tilda Swinton, Tom Waits, Chloë Sevigny"
sweet family,6.5,https://m.media-amazon.com/images/M/MV5BM2IyNTBkZDctMjcyNC00Y2M1LTkxZjAtMzBmZDFlOTMzYjMyXkEyXkFqcGc@.jpg,,"In a comedic blend of mayhem and domesticity, Yoon Tae Soo (Jung Joon Ho) takes up not one, but two high-stakes roles: head of the house and gangster kingpin. As the hardworking breadwinner of his family, Tae Soo may seem like just another loving father who's trying to get by, but when he says he'll stop at nothing to ensure his family's happiness and security, he really means it.",
amy schumer: emergency contact,5.2,https://m.media-amazon.com/images/M/MV5BMzk5NzA0YTktYjI5OC00MTczLWFiMDAtMGRmOGQwODNlYzY5XkEyXkFqcGc@.jpg,,"In her new comedy special, Emergency Contact, Amy Schumer once again talks about her life in an uncensored and hilarious way.",
doc,7.5,https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@.jpg,https://www.youtube.com/watch?v=HSzx-zryEgM,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen"
phantom lawyer,7.6,https://m.media-amazon.com/images/M/MV5BNGMxMDVhZWMtYTQ1Mi00OTM3LWIyNWYtNzgzNmU3NzI4MzMxXkEyXkFqcGc@.jpg,,"Gemini said Possessed lawyer Shin Irang resolves the deep grudges of the dead. He joins Han Nahyeon, a cold elite attorney who bets everything on winning, in a strange yet heartwarming adventure of supernatural justice.","Yoo Yeon-seok, Esom, Kim Kyung-Nam, Kim Mi-kyung, Jun Suk-ho"
the delivery rider,6.0,https://m.media-amazon.com/images/M/MV5BOWFlZjY1NzctMmVhYS00NTI0LWEyYWYtYWU5NmJiMjFkZjVhXkEyXkFqcGc@.jpg,,"A delivery driver accidentally witnesses a crime on the job with his eight-year-old surrogate son. Now, he must protect the child from violent forces.",
el paseo 7,3.5,https://m.media-amazon.com/images/M/MV5BYjI0NTBhZDMtYWRmYy00ZTcyLWFjZjAtMmIzOGZiNWRiYzE4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=DUZOsiPCUjw,"Two naive documentarians join the Cabello family on their chaotic annual picnic, exploring why no one misses the tradition of tire racing, rock throwing, champeta dancing, and eating sancocho chicken stew.","Sharik Abusaid, Julián Díaz, Paula Estrada, Liliana Gonzalez, Juan Jose Lopez"
building the band,7.4,https://m.media-amazon.com/images/M/MV5BY2Q3MWNmMzQtZGIwMC00ZDJkLWE5MmEtMTdmYTBkOGJmZWE4XkEyXkFqcGc@.jpg,,"50 contestants will form bands without meeting face-to-face, having to rely solely on musical compatibility and chemistry. Once the bands are formed, they will meet and have to gel with looks, choreography, and style coming into play.",
kaiju no. 8,8.2,https://m.media-amazon.com/images/M/MV5BYjNjNTczNmItOWRkNi00MWQ0LWI1OWYtYTFlNTllMDFjZjg3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=JwF7bhvnCxI,"A man working a job far removed from his childhood dreams gets wrapped up in an unexpected situation - Becoming a monster, he aims once again to fulfill his lifelong dream.",
simón,7.2,https://m.media-amazon.com/images/M/MV5BOTY3NTM2MWYtZjFlOS00OGFiLThjN2UtMDg1MDBkZDI3MTQxXkEyXkFqcGc@.jpg,,Historical drama about Venezuelan military and political leader Simón Bolívar who helped much of Latin America to achieve independence from Spain.,
king of clones,6.1,https://m.media-amazon.com/images/M/MV5BYjM3NjdmNTktYzJkYS00OTViLThiMTMtZjMzMzE0YWY2NGQ3XkEyXkFqcGc@.jpg,,"From human cloning research to a scandalous downfall, follow the life and work of Korea's most notorious scientist, Hwang Woo-suk.",
graveyard,5.0,https://m.media-amazon.com/images/M/MV5BYTA1NDQ4YTgtZjVhYi00MzBlLTk2MWEtY2Q5Y2FjZDBlNDVlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Efm4as5zedI,"In a very old textile mill with a serious rat infestation, deadly accidents start happening, but the corrupt foreman continues to put his workers in danger, until they discover a horrifying secret deep in the basement.",
the stone,7.7,https://m.media-amazon.com/images/M/MV5BNTU1MzgyMDMtMzBlZS00YzczLThmYWEtMjU3YmFlOWEyMjE1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=l91Km49W9qI,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Maggie Smith"
better late than single,7.4,https://m.media-amazon.com/images/M/MV5BNjUxMGIzYjQtZmZiZi00ZjlkLWJlMzYtODkwYWU0NzExNDhmXkEyXkFqcGc@.jpg,,"Singles live together for 9 days, getting makeovers and dating guidance while seeking real connections. They experience emotional moments as they pursue romance through flirtations and dates.",
eye of the storm,6.0,https://m.media-amazon.com/images/M/MV5BNjM3NTEyODQ4MF5BMl5BanBnXkFtZTcwMTIzMjExOQ@@.jpg,,"Elizabeth Hunter controls all in her life - society, her staff, her children; but the once great beauty will now determine her most defiant act as she chooses her time to die.","Charlotte Rampling, Maria Theodorakis, Geoffrey Rush, Jamie Timony, Judy Davis"
the last hours of mario biondo,5.1,https://m.media-amazon.com/images/M/MV5BYjc1OWNkYWYtNGYyNC00MDBjLTg4MzMtOTJhMWYwY2EyMDA4XkEyXkFqcGc@.jpg,,"Many questions remain unanswered about the last night of Mario Biondo, the husband of Spanish presenter Raquel Sánchez Silva. This series reveals new details.",
tribhuvan mishra ca topper,7.0,https://m.media-amazon.com/images/M/MV5BOGMyOWU0MzAtNWYyZi00NWE4LWIwNGUtODMxYjdjY2Y4MTU3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Jm109fPG4zI,"Middle-class man seeks secret escort services during financial woes. Entangled in lies, murder and gang, he becomes what he once despised - corrupt.",
until dawn,5.7,https://m.media-amazon.com/images/M/MV5BZWU4NDY0ODktOGI3OC00NWE1LWIwYmQtNmJiZWU3NmZlMDhkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=2b3vBaINZ7w,"A group of friends trapped in a time loop, where mysterious foes chase and kill them in gruesome ways, must survive until dawn to escape it.",
oh my ghost clients,7.3,https://m.media-amazon.com/images/M/MV5BODZjZGFjMmYtYmQ5Mi00M2Y5LWI2MmQtYzBmNjhkZDQzZWUwXkEyXkFqcGc@.jpg,,"After narrowly surviving a serious accident, labor lawyer Noh Moo Jin gains an unexpected gift: he can now see ghosts. To stay alive, he must take on and resolve the unfinished cases of these restless souls.","Jung Kyung-ho, Seol In-ah, Cha Hak-yeon, Hwang Boreum-Byeol, Jeon Guk-hyang"
homebound,7.9,https://m.media-amazon.com/images/M/MV5BYmJiMTlhYTgtODkyMy00OGUwLWE2MzctZjlhMjQ1ZmZjZTNkXkEyXkFqcGc@.jpg,,"Two friends from a North Indian village pursue police jobs seeking dignity, but their friendship strains as desperation grows in their quest.",
bert kreischer: lucky,6.3,https://m.media-amazon.com/images/M/MV5BNzRiZTkyMDgtYjJmNi00OTNmLTg5NzEtZDA5M2IzNzg3NjJmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=i53yLgI8Hq0,"Comedian Bert Kreischer's fourth Netflix special covers his weight loss journey, family stories, and advice from Snoop Dogg, while reflecting on his lucky life experiences.",
still shining,7.2,https://m.media-amazon.com/images/M/MV5BNjM0OTYyYjctYWZkNC00MGNkLWFkZTItZDM1MWZkZGJkNGQxXkEyXkFqcGc@.jpg,,"A man and woman shaped by loss and time separate in youth, then reunite ten years later to find their once-shared bond still guides them through love, grief, and adulthood.",
spy x family code: white,7.3,https://m.media-amazon.com/images/M/MV5BMDlmZGJkYTUtNDcwNi00YWMzLTkyNmMtOWQ3MzVhOTU5YWY0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=m5TxWbtQ7qU,"After receiving an order to be replaced in Operation Strix, Loid decides to help Anya win a cooking competition at Eden Academy, by making the director's favorite meal in order to prevent his replacement.",
28 years later,6.6,https://m.media-amazon.com/images/M/MV5BNjgwYTI0YjctMWYzNS00MmI1LWI5YTctNmE1YjBkNDFlNWMxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=mcvLKldPM08,"A group of survivors of the rage virus live on a small island. When one of the group leaves the island on a mission into the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors.","Jodie Comer, Aaron Taylor-Johnson, Cillian Murphy, Ralph Fiennes, Jack O'Connell"
freestyle,4.8,https://m.media-amazon.com/images/M/MV5BOWE2ZGRkZmEtNjE4MS00NjAyLWEyMjUtNzc5YzBkNzYwNTkzXkEyXkFqcGc@.jpg,,"In need of cash for time in the recording studio, a rising rap star with a criminal past sets up a risky drug deal that could cost him everything.",
6ixtynin9 the series,6.1,https://m.media-amazon.com/images/M/MV5BZGE4OTMwOWEtYWEyOS00YzU1LWI5NTctNWFhOTM5ZGI3NmY3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=YY-a-1dq6vQ,"After losing her job, a woman discovers a mysterious package on her apartment doorstep and her life takes a turn for the worse.","Davika Hoorne, Amornaek Micheli, Apivich Rintapoln, Foei Patara Eksangkul, Brooke Newton"
no ritmo da fé,6.4,https://m.media-amazon.com/images/M/MV5BOTEzMDdmZjItMGI1Zi00OTFlLWFmNDgtYjQzMDgzYmQxZmE1XkEyXkFqcGc@.jpg,,,
final draft,2.3,https://m.media-amazon.com/images/M/MV5BN2UxMzc0OWMtNzQ1OC00MTQzLTg5MjUtNmEyZDA5ZWEyYWVjXkEyXkFqcGc@.jpg,,"The web series is about Aditya and Vani. Two young writers, met by destiny who eventually fell in love with each other in an old-school romantic manner.","Pratyush Sharma, Harsha Jain, Saksham Masih, Shivam Jemini, Mahi Kashyap"
just alice,5.4,https://m.media-amazon.com/images/M/MV5BMzY2OThlNjctNGIzNy00ZTViLTk3MDMtZDFkODc3ZjgzZmNmXkEyXkFqcGc@.jpg,,"A resourceful wife leads a double life, expertly juggling separate households and husbands while trying to keep her elaborate charade from falling apart.",
anaganaga oka raju,6.3,https://m.media-amazon.com/images/M/MV5BNjRmM2RhZWMtMTI2NS00MDJmLTllZTUtM2RmZWY5M2M1MzdhXkEyXkFqcGc@.jpg,,"In vibrant Gaurapuram, quirky Raju meets spirited Charulatha, triggering delightful events. Their story unfolds at a grand wedding in this humorous family festival entertainer.","Sreeleela, Naveen Polishetty, Meenaakshi Chaudhary, Saanve Megghana"
a very good girl,5.7,https://m.media-amazon.com/images/M/MV5BOWFkMjRkM2MtNmEzZC00MDJjLWE2ZDAtZWU5NDZiZGQ5MzhjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=3bJtUayKX7g,"After a heartless firing triggers a chain of unfortunate events, Philo plots a meticulous revenge against retail mogul, Mother Molly, aiming to dismantle her empire and seize the ultimate payback. This time, there is no mercy.",
hound's hill,5.9,https://m.media-amazon.com/images/M/MV5BZDRhNDEwZTQtZDk0MC00YTg1LWE2MzAtNDNkYTVkYjg1MjdmXkEyXkFqcGc@.jpg,,"Famous writer Mikolaj returns to hometown facing blackmail over a book about a past murder. His activist father opposes local corruption. Mikolaj's journalist wife investigates, uncovering dark secrets tied to the town's tragic history.","Robert Wieckiewicz, Mateusz Kosciukiewicz, Jasmina Polak, Wojciech Zielinski, Kamila Urzedowska"
three idiots in kenya,7.4,https://m.media-amazon.com/images/M/MV5BYzQwZjMwNzgtOTE5My00YzRkLWJhNDMtM2Q2NTBlOGU3YjY1XkEyXkFqcGc@.jpg,,"Korean entertainers Lee Soo Geun, Eun Ji Won, and Kyu Hyun embark on an unpredictable journey through Kenya, sharing laughs and genuine friendship while exploring Africa's breathtaking landscapes.",
tomb watcher,5.2,https://m.media-amazon.com/images/M/MV5BMzFjMmE1NjMtODUxYS00ZWQxLWI3MjgtMDViNTM3MTI5ZTVlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=NdkrdnrB590,"After Lunthom's death, her husband and mistress moved into their villa, but upon arrival, they discovered a glass coffin containing her body, leading to a terrifying revenge path.",
we were kings,7.9,https://m.media-amazon.com/images/M/MV5BMTQ4NjU3MzI3NF5BMl5BanBnXkFtZTgwMjYyODU3MDI@.jpg,https://www.youtube.com/watch?v=uBauogNmRqY,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali.",
left-handed girl,7.3,https://m.media-amazon.com/images/M/MV5BYTE2OWQxZWMtNjdjNC00NGNhLWE5OTUtZDA2ZjhhMjk0MmRmXkEyXkFqcGc@.jpg,,"A single mother and her two daughters relocate to Taipei to open a night market stall, each navigating the challenges of adapting to their new environment while striving to maintain family unity.","Nina Ye, Janel Tsai, Shih-Yuan Ma"
hi nanna,8.3,https://m.media-amazon.com/images/M/MV5BZmU4MzExZGQtYzUzZC00NGE2LTg5NTgtZWI3MWM4YzgyNWUxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=3Ld05Om2UWs,A single father begins to narrate the story of the missing mother to his child and nothing remains the same.,
it ends with us,6.3,https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=DLET_u31M4M,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended and she realizes she must learn to rely on her own strength to make an impossible choice for her future.","Blake Lively, Justin Baldoni, Jenny Slate, Hasan Minhaj, Brandon Sklenar"
ipar adalah maut,7.0,https://m.media-amazon.com/images/M/MV5BNDRjYTA2MzgtYWI3My00YmFjLTk1MjgtYTkwZDkyMzg1OWVjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=9M3VN0J5ffM,Nisa and Aris initially happy household will be shaken by the appearance of Nisa's younger sibling who lives with them.,
hillbilly elegy,6.7,https://m.media-amazon.com/images/M/MV5BMWY0MThlOTgtNTg5ZS00ZTlkLTg2ZjAtMDE4YzAyNjExMjFkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=KW_3aaoSOYg,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.","Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto"
garouden: the way of the lone wolf,6.1,https://m.media-amazon.com/images/M/MV5BZGQxZjk1OWYtZmM0YS00NTgwLWI3MzItN2ZjZGIyMTI4MzI1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=5hsqYK_9pGs,Fugitive Juzo Fujimaki is blackmailed into joining a tournament where he must face off in match-ups against deadly martial artists.,
women on the edge,5.9,,,"Following the 2011 tsunami, three women reunite in the family home only to rekindle tense, ruinous relationships.",
to catch a killer,6.6,https://m.media-amazon.com/images/M/MV5BZDk4YWM2YTktZGM4Zi00ZThkLTk4OWYtYzZjZjAxYjAzZThkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=KVO1LnqzxpQ,An intuitive but troubled police officer is recruited by an FBI expert to stop a relentless shooter who is terrorizing Baltimore.,
the village,6.6,https://m.media-amazon.com/images/M/MV5BZWI1MjE4YmYtMjJhMS00YmJhLTg1NjMtYjM5ZWE0YjM2MGFiXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=c7TL1BZegLo,A series of events tests the beliefs of a small isolated countryside village.,"Sigourney Weaver, William Hurt, Joaquin Phoenix, Bryce Dallas Howard, Adrien Brody"
