show_title,rating,image,trailer,description,cast_members
mr. midnight: beware the monsters,6.0,https://m.media-amazon.com/images/M/MV5BNGZlYjczYTctNzc0My00NzBjLTg2OTEtMjg2MTkwZjcyMzFjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=QL2_qNu6qT8,"A group of teenagers come together to try and solve a series of strange supernatural occurrences in their town, which appear to be centered around their friend's emerging mystical abilities.","Idan Aedan, Caleb Monk, Maxime Bouttier, Chen Yixin, Sam Pleitgen"
three widows against the world,6.7,https://m.media-amazon.com/images/M/MV5BMzIwYTE4OTYtYmFjMi00ODgyLTllOTQtYjZiZDEyNzdjNjJmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=OpVQ-tW3XXY,"Determined to buy concert tickets to see their favorite singer, three widows start a vape juice business earning the displeasure of local crime bosses.","Khatijah Tan, Normah Damanhuri, Raja Azura, Norman Hakim, Rosnah Mat Aris"
dilwale,8.0,https://m.media-amazon.com/images/M/MV5BMDQyMDI4ZGMtYjI5MS00YTk1LTk3ZDgtZTA3MzQ5YWQ4Y2Q4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=oIZ4U21DRlM,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.","Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal, Anupam Kher"
sa balik baju,6.5,https://m.media-amazon.com/images/M/MV5BYTE1NGJjNzQtNDQ2NS00NmVjLWI0ZWMtNjg3OGNkNGNiYWIzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=IRfaSsP2t4A,Six interconnected tales about women who face challenges in the realm of social media.,"Nadiya Nissa, Kaka Azraff, Juliana Evans, Mira Filzah, Azman Hassan"
"crime patrol: 26 jurm, 26 cases",6.7,https://m.media-amazon.com/images/M/MV5BMTdkYjQzMmQtMjg3YS00Mzk4LWJjYTMtZDJjN2QzZjI4YTAyXkEyXkFqcGc@.jpg,,"From disturbing murder cases to gripping investigations, follow police officers as they delve into the most violent crimes that plague society.","Anup Soni, Hardik Shah, Sanjeev Tyagi, Riya Raval, Nidhi Dave"
meter,5.6,https://m.media-amazon.com/images/M/MV5BNGI3NmMwM2UtNjc5ZC00ZGQzLWJhNjMtOWM4Y2YzZWMwNThmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=VNVZBg20APg,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.","Mandy Moore, Claire Holt, Matthew Modine, Chris Johnson, Yani Gellman"
masaba masaba,6.6,https://m.media-amazon.com/images/M/MV5BZjk0NmYxM2ItZjQ5YS00Mzc3LTllMzAtYjk4NzllODNjNDM4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=rExZeNAxJu4,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.","Masaba Gupta, Neena Gupta, Neil Bhoopalam, Rytasha Rathore, Nayan Shukla"
hurdang,5.3,https://m.media-amazon.com/images/M/MV5BNGI2YjE5ZDEtM2MwNS00YjNhLTg5OWYtMGM5YjRhNjEwOWE1XkEyXkFqcGc@.jpg,,"Back in the 1990s, an aspiring IAS starts a rebellion against the caste-based reservation.","Sunny Kaushal, Nushrratt Bharuccha, Vijay Varma, Viraj Kapoor, Purnima Tiwari"
shrill,7.4,https://m.media-amazon.com/images/M/MV5BNTM2YmJkOTEtYWIzZS00YWY2LTg4ZWUtZjc0MDc3OWE1MmY1XkEyXkFqcGc@.jpg,,A woman seeks out ways to change her life without changing her body.,"Aidy Bryant, Lolly Adefope, John Cameron Mitchell, Ian Owens, Scott Engdahl"
real men,5.9,https://m.media-amazon.com/images/M/MV5BM2I1ZTJmZWMtODEzMi00ZWYyLTljYWEtY2JhZjVjZTYwMGM5XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=n0KNTahw-DY,A womanizing CIA agent and an insecure insurance agent are paired together to make sure a deal goes through with aliens for the future of mankind.,"Jim Belushi, John Ritter, Barbara Barrie, Bill Morey, Isa Jank"
collide,5.1,https://m.media-amazon.com/images/M/MV5BMDFmMGYzMGYtNWFkNy00NTFmLWIzNjMtNjhjOWI3NjEyNDE0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=2SvwX3ux_-8,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.","Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Louise Lombard, Shane Paul McGhie"
bad sport,7.3,https://m.media-amazon.com/images/M/MV5BMjZkNDkwNmItMDQzMy00YTMwLWI5NGYtZDhiZDQ3OTRlNzM5XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=IwQcnDT7xT0,"Follows six stories of sports and crime, told by the athletes, coaches and law enforcement officials.",
moonhaven,5.7,https://m.media-amazon.com/images/M/MV5BYzQ2ZjkzOTAtMjI3OS00MjIxLTkyYWYtM2VjZDU3YjNmMDc5XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=3DhRku_tM-M,"Bella Sway, a lunar cargo pilot and smuggler 100 years in the future, finds herself accused of a crime and marooned on Moonhaven, a utopian community built on the Moon to find solutions to the problems that will soon end civilisation.","Dominic Monaghan, Emma McDonald, Amara Karan, Ayelet Zurer, Kadeem Hardison"
mad mom,4.8,https://m.media-amazon.com/images/M/MV5BM2NmY2VjNjUtOTczYS00MTJiLTk3N2EtZmRmZjI4NWRkY2RkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=VcsPj2ufA-Y,A mother takes revenge on her son's three bullies.,"Audrey Lamy, Florent Peyre, Charlie Langendries, Michèle Moretti, Max Boublil"
demi-soeurs,5.6,https://m.media-amazon.com/images/M/MV5BNWE5YmY0OWYtNjQwYS00NzEwLTgyMTYtMDBjMmI0MTk2NWViXkEyXkFqcGc@.jpg,,Three half sisters who didn't know each others must share an apartment.,"Sabrina Ouazani, Alice David, Charlotte Gabris, Barbara Probst, Antoine Gouy"
the blackening,6.0,https://m.media-amazon.com/images/M/MV5BNDI3NTRjNmItYjBkMS00OGRhLTk2MTEtNWM4OTA1MGU5NWExXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=moiRCJR4ToY,Seven friends go away for the weekend and end up trapped in a cabin with a killer who has a vendetta. Will their street smarts and knowledge of horror movies help them stay alive? Probably not.,"Grace Byers, Jermaine Fowler, Melvin Gregg, X Mayo, Dewayne Perkins"
santa claus is a stinker,7.4,https://m.media-amazon.com/images/M/MV5BNDZiNmViOWMtNDVkMC00MWQ5LWEzMmMtZGQ3ZjI5YTVjZmQyXkEyXkFqcGc@.jpg,,"Two neurotics, working for a suicide hotline on the night of Christmas Eve, get caught up in a catastrophe when a pregnant woman, her abusive boyfriend, and a transvestite visit their office.","Anémone, Josiane Balasko, Marie-Anne Chazel, Christian Clavier, Gérard Jugnot"
houba! on the trail of the marsupilami,5.5,https://m.media-amazon.com/images/M/MV5BNWM1ODc0MWUtMTk4ZC00ZWU4LWI4ZGMtYzE2NmY4MzBhODczXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=aQlUPNzku-I,Marsupilami is a mysterious alien mythical creature with kind heart & miraculous capacities which comes to knowledge of a reporter by coincidence.,"Jamel Debbouze, Alain Chabat, Fred Testot, Lambert Wilson, Géraldine Nakache"
the forgotten,5.8,https://m.media-amazon.com/images/M/MV5BMjAwMjIyNjU4NV5BMl5BanBnXkFtZTcwNjE3NjYyMQ@@.jpg,https://www.youtube.com/watch?v=pmrh4qM3FQY,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.","Julianne Moore, Dominic West, Christopher Kovaleski, Matthew Pleszewicz, Anthony Edwards"
spriggan,6.5,https://m.media-amazon.com/images/M/MV5BZGQ1Y2RlZWYtMTcyMC00ZTc0LTlhMzItM2RhNDZlZTVjOGY0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=VKx5woiP6-4,An elite superhuman agent must stop a foreign military unit from seizing control of an ancient artifact that holds the key to ultimate power.,"Shôtarô Morikubo, Ryuji Aigase, Takehito Koyasu, Katsumi Suzuki, Ken Shiroyama"
hollow man,5.9,https://m.media-amazon.com/images/M/MV5BOWQ2OTk4YTMtNmM1Mi00YjczLWExMTktOWM1ODIyMzJmODMzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=XufZT_CRW88,"A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac.","Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens, Greg Grunberg"
the throwaways,4.7,https://m.media-amazon.com/images/M/MV5BNDgyMzA0MDc1Nl5BMl5BanBnXkFtZTgwMTk4OTM2NzE@.jpg,https://www.youtube.com/watch?v=6rLYwcY7Xhs,"Given a choice between assisting the CIA or life in prison, a notorious hacker agrees to help the government and recruits a team of misfits to assist.","Peter Brooke, James Caan, Noel Clarke, Kevin Dillon, Darrell D'Silva"
summer heat,5.2,https://m.media-amazon.com/images/M/MV5BZWZiZjRlMzktYzJjYS00YjY0LWI0YjAtZDE5MGExMTNlMWRlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Pj3Xo2AtEG4,"14 months after loosing his partner while making a UNICEF documentary in Afghanistan, Dutch photographer Bob Griffioen's benefactor Federico Federici has landed him a National Geographic assignment on the Wadden island Texel. Shooting wildlife there, Bob meets hedonistic waitress-student Kathleen, who practices nudism on the beach. Alas, her boss and sugar-daddy 'the Mummy' is involved in major drug trade. Both lovers are soon dragged into it, without knowing if they even can trust each-other.","Sophie Hilbrand, Waldemar Torenstra, Jeroen Willems, Johan Leysen, Cees Geel"
sparkle,5.8,https://m.media-amazon.com/images/M/MV5BMTY4MTAzOTU2OF5BMl5BanBnXkFtZTcwOTA1NTI3Nw@@.jpg,,"In the 1960s, three sisters form a girl group and soon become local sensations with major label interest, but fame becomes a challenge as the close-knit family begins to fall apart.","Jordin Sparks, Carmen Ejogo, Whitney Houston, Derek Luke, Mike Epps"
thoda pyaar thoda magic,5.1,https://m.media-amazon.com/images/M/MV5BZGUyM2U2NmItMmU4ZC00M2EyLThiZjktMDA5ODIzZjNiNzBkXkEyXkFqcGc@.jpg,,"An angel, a man and 4 orphans come together to bring you a story filled with fun, excitement, tears, love and magic.","Saif Ali Khan, Rani Mukerji, Rishi Kapoor, Akshat Chopra, Shriya Sharma"
dhoom: 3,5.4,https://m.media-amazon.com/images/M/MV5BMjA4OTEzMjkzN15BMl5BanBnXkFtZTgwMDAwNzg3MDE@.jpg,,"Jai and Ali return to catch the clown thief, Sahir, who has targeted various branches of the Western Bank of Chicago.","Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra, Jackie Shroff"
project x,6.7,https://m.media-amazon.com/images/M/MV5BMTc1MTk0Njg4OF5BMl5BanBnXkFtZTcwODc0ODkyNw@@.jpg,https://www.youtube.com/watch?v=p8_U0n2oIHA,"Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.","Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame, Kirby Bliss Blanton"
better with age,,,,,
the secret of doctor grinberg,7.2,https://m.media-amazon.com/images/M/MV5BMDY4ZmRlZTktMGI2Yi00ZjJiLWE1M2MtMjM3YWIxNTAwYTM2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Bh81zok-woc,"The mysterious disappearance of Dr. Grinberg, a groundbreaking scientist in telepathy and neurophysiology, has become one of the most enigmatic stories of recent Mexican history.",
love hurts,5.3,https://m.media-amazon.com/images/M/MV5BZDBmMTVkNWItZWY4Yy00MjI0LWFiMmMtMWM4ZGQ3NTg0MDE1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=frYVyUDIwiE,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.","Lio Tipton, Ke Huy Quan, Cam Gigandet, Ariana DeBose, Daniel Wu"
forever queens,,https://m.media-amazon.com/images/M/MV5BMTA2MDEyODMwMjFeQTJeQWpwZ15BbWU4MDcwNjM1OTgx.jpg,,"Three senior women rehearse for a NYC beauty pageant in this poignant documentary exploring beauty, aging and loneliness.",
cindy la regia: the high school years,5.6,https://m.media-amazon.com/images/M/MV5BMjgwYTA5MGYtNTJhOS00NjJiLWFkYTUtZWI3ZWI4OWNkMjBlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=QkRR0-mcZZQ,"Cindy is a sharp and restless teenager from San Pedro Garza García. Being in a mixed school for the first time, she questions her ideas about a conservative society and learns that pleasing herself is more important than pleasing others.","Michelle Pellicer, Vincent Webb, Tyler Merna, Nahuel Escobar, Carola Cuarón"
spirit: stallion of the cimarron,7.2,https://m.media-amazon.com/images/M/MV5BMTgyOTUzNDA1N15BMl5BanBnXkFtZTYwNjgwMDM3.jpg,https://www.youtube.com/watch?v=RPJ4EQ2Eh9I,A captured mustang remains determined to return to his herd no matter what.,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet, Jeff LeBeau"
charlotte's web,6.3,https://m.media-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@.jpg,https://www.youtube.com/watch?v=ORMcpzpmLTU,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.","Dakota Fanning, Julia Roberts, Oprah Winfrey, Steve Buscemi, John Cleese"
la leyenda del charro negro,6.9,https://m.media-amazon.com/images/M/MV5BNTYzMzQ3MmMtNDFjMS00YTk0LTgwYmQtYzQzM2FkMWQyYzgyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=eji78BJCXZY,"Leo must get Xochitl from the underworld where Charro Negro cast her. Meanwhile, Xochitl, Evaristo, Finado and Moribunda have gotten out of Charro Negro's prison to save Don Andrés and Alebrije from an alive house.","Mayté Cordeiro, Andrés Couturier, Erick Elias, Eduardo España, Herman López"
reasonable doubt: a tale of two kidnappings,7.7,https://m.media-amazon.com/images/M/MV5BYjIxZDEyM2ItZWRmZi00MWE3LTg2NjQtNDA1NzRmMThlYTFhXkEyXkFqcGc@.jpg,,A fender bender that turned into a kidnapping case leads documentalist Roberto Hernández to expose the truth behind Mexico's flawed justice system.,"Gary Littman, Jeremy Levy, Elizabeth Cottle, Rohana Kenin, James Weaver Clark"
love of my loves,6.7,https://m.media-amazon.com/images/M/MV5BMTg2NTM0NDY1NV5BMl5BanBnXkFtZTcwMjU5OTkyMQ@@.jpg,https://www.youtube.com/watch?v=G6fEOBmqUPo,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tamsin. Over the summer season, the two young women discover they have much to teach one another, and much to explore together.","Natalie Press, Emily Blunt, Paddy Considine, Dean Andrews, Michelle Byrne"
el infierno,6.3,https://m.media-amazon.com/images/M/MV5BOWU5NGJhZmEtMTE4Mi00OTNjLTkyMzEtODhkYTVkZjkzNDc2XkEyXkFqcGc@.jpg,,"Right-wing Spaniards who are equally devoted to Catholicism and Franco's dictatorship volunteer as soldiers to fight alongside the Germans when Germany invades the Soviet Union. When they lose, most of them are imprisoned and will suffer eleven years in captivity, while holding on to their faith and their dignity.","Antonio Vilar, Rubén Rojo, Luis Peña, Mario Berriatúa, Manuel Dicenta"
la bella y las bestias,7.5,https://m.media-amazon.com/images/M/MV5BNWM5ODVmOTctZjJlNS00MzE4LWIxMzgtNjVhMGYxYmVkODZhXkEyXkFqcGc@.jpg,,,"Alejandra Caicedo, Hector Palacios, Veronica Zauce"
it could happen to you,6.4,https://m.media-amazon.com/images/M/MV5BZDAxZTM1MGMtZmE1ZC00ZjliLTgwNzYtMThmY2E5NmUxZTA2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=cEvsrvQ2RD8,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce, Isaac Hayes"
the lesson,7.1,https://m.media-amazon.com/images/M/MV5BYTU1MmE0NDEtNjM0OC00MjExLThmNjUtNTE4ZGU0NjRmY2NlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=0A_C3MT3uyA,A disillusioned Englishman who goes to work in a school in a divided Argentina in 1976 finds his life transformed when he rescues an orphaned penguin from the beach.,"Steve Coogan, Björn Gustafsson, David Herrero, Jonathan Pryce, Aimar Miranda"
roosters,6.8,https://m.media-amazon.com/images/M/MV5BY2M3Yjg3MjYtNDM3My00ZjUzLWFkMjktYThhOWFmYmUxZDJkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=_qclLGZcSuc,Marshal Rooster Cogburn unwillingly teams up with Eula Goodnight to track down her father's murderers.,"John Wayne, Katharine Hepburn, Anthony Zerbe, Richard Jordan, John McIntire"
goebbels and the führer,6.7,https://m.media-amazon.com/images/M/MV5BMGEyMDY3ZWMtNzc1Yi00NTQxLTljODItMzEyYTMyZmZhNzk0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=HIqeLlET_LQ,Nazi propaganda minister Joseph Goebbels is in charge of building public support for the Holocaust and for the war that Hitler is about to start.,"Robert Stadlober, Fritz Karl, Franziska Weisz, Dominik Maringer, Moritz Führmann"
ome cor,6.1,https://m.media-amazon.com/images/M/MV5BZTk1ZTY5YWEtN2JlOS00OThmLTgyODYtOTZlNmYzYzkxNzJhXkEyXkFqcGc@.jpg,,A small time crook living in the city of Rotterdam. He is not the worst of people but he's certainly no saint either. The movie shows him going down in despair and poverty.,"Martin van Waardenberg, Floortje van Waardenberg, Rienus Krul, Jacqueline Blom, Huub Stapel"
break,9.5,https://m.media-amazon.com/images/M/MV5BMzU5ZGYzNmQtMTdhYy00OGRiLTg0NmQtYjVjNzliZTg1ZGE4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=XZ8daibM3AE,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student to secure his family's future.,"Bryan Cranston, Aaron Paul, Anna Gunn, Betsy Brandt, RJ Mitte"
big sky river,,,,,Fred Penner
montana story,6.5,https://m.media-amazon.com/images/M/MV5BMzBlNGQ2ODctOTIzMi00YTRjLWIxOTgtZjM0MjY2Mjc2N2M2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=gli0Ns4i1PM,"Two estranged siblings return home to the sprawling ranch they once knew and loved, confronting a deep and bitter family legacy against a mythic American backdrop.","Haley Lu Richardson, Owen Teague, Gilbert Owuor, Kimberly Guerrero, Asivak Koostachin"
the marriage escape,7.4,https://m.media-amazon.com/images/M/MV5BOWUyZTRhNTMtMzZmMy00NjUxLWFmZGQtOTJhY2Q0OWQ3NWM1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ezuLrgUoTTM,"A middle-aged veterinary surgeon, believing that his wife pampers him too much, fakes the onset of dementia to get away from her.","Herman Finkers, Johanna ter Steege, Leonie ter Braak, Ferdi Stofmeel, Stef Assen"
sea of time,7.5,https://m.media-amazon.com/images/M/MV5BMzJiYmM3NWQtMDViMy00M2NmLWJjMjktY2YyZWQ4NmJkYmM2XkEyXkFqcGc@.jpg,,"Lucas and Johanna's 80s love story is disrupted when a sailing accident separates them. After 35 years, they reunite, but will Johanna share her secret with Lucas?","Sallie Harmsen, Reinout Scholten van Aschat, Elsie de Brauw, Gijs Scholten van Aschat, River Oosterink"
zwanger & co,5.8,https://m.media-amazon.com/images/M/MV5BNDhmNDQ5OWMtZjE1MS00NTljLTgyYjYtZTZhOWU0YTljMTBlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=bCDr2XOY9go,"Merel, a single midwife, is done with men, but her biological clock is ticking inexorably. And yes, she gets pregnant. However, the whole family suddenly seems pregnant. Her 60-plus father Piet has just become father again with his young partner and her 23-year-old niece Eva is also expecting. Annet, Merel's older sister, who suffers from the empty nest syndrome, has a husband Theo who only wants to travel because he think is to young to become a grandfather.","Lieke van Lexmond, Bo Maerten, Manuel Broekman, Thom Hoffman, Carolina Dijkhuizen"
defiance,7.1,https://m.media-amazon.com/images/M/MV5BM2YzY2UzMDUtODM1NS00MmNlLTg0Y2EtYjhiODczMmExMGFlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=n-9eUXSzZNk,"Jewish brothers in German-occupied Eastern Europe escape into a Belorussian forest, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants.","Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner"
zerozerozero,8.1,https://m.media-amazon.com/images/M/MV5BMWYwNGVjZWItMjA3Yi00YjBkLTliYmItM2E0NWRjZDU5ODc4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=3HoRfUKcvdY,"A cocaine shipment makes its way to Europe, starting from the moment a powerful cartel of Italian criminals decides to buy it, to its journeys through Mexico, to its shipment across the Atlantic Ocean.","Andrea Riseborough, Dane DeHaan, Giuseppe De Domenico, Harold Torres, Francesco Colella"
camping 3,4.4,https://m.media-amazon.com/images/M/MV5BNTM5N2QyNTctZjczZi00OTI4LWFkYmMtZjUzZmZiNjQ3ZTBjXkEyXkFqcGc@.jpg,,"This year, Patrick decided to test carpooling - Thinking of crossing France with Vanessa, he finds himself with three young dijonnais: Robert the charmer, Benji the beautiful kid and José the big mouth. Obviously, after the car-sharing, Patrick is forced to test the co-sleeping .","Franck Dubosc, Claude Brasseur, Mylène Demongeot, Antoine Duléry, Gérard Jugnot"
hardball,6.4,https://m.media-amazon.com/images/M/MV5BMjY3Nzk0NzkxMF5BMl5BanBnXkFtZTgwMTYxNzYxMTE@.jpg,https://www.youtube.com/watch?v=63OFSv2LGlU,A gambling addict and ticket scalper living an aimless life reluctantly agrees to coach a Little League team from the Chicago projects as part of a loan agreement.,"Keanu Reeves, Diane Lane, John Hawkes, Bryan Hearne, Julian Griffith"
bye bye morons,6.7,https://m.media-amazon.com/images/M/MV5BNjFkYzNkM2EtNDk3NC00NGU5LTgzMjEtMGI4ZjgyMmU2YjkwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=QnjEw9uw1Kg,A seriously-ill woman tries to find her long-lost child with the help of a man in the middle of a burnout and a blind archivist.,"Virginie Efira, Albert Dupontel, Nicolas Marié, Jackie Berroyer, Philippe Uchan"
pattaya,4.8,https://m.media-amazon.com/images/M/MV5BMTUwMTgzNzY5Ml5BMl5BanBnXkFtZTgwNzgyNjg2ODE@.jpg,,Franky and Krimo dream of leaving the dullness of their neighborhood on a trip in the famously sultry Thai resort of Pattaya.,"Franck Gastambide, Malik Bentalha, Anouar Toubali, Ramzy Bedia, Gad Elmaleh"
you choose!,6.3,https://m.media-amazon.com/images/M/MV5BYTI5M2RmMWUtOGFlMC00M2YxLThiZjUtMjZkNjI3NWQ5NjkwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=r12w4iRBLp4,Ash Ketchum from Pallet Town is 10 years old today. This means he is now old enough to become a Pokémon Trainer. Ash dreams big about the adventures he will experience after receiving his first Pokémon from Professor Oak.,"Unshô Ishizuka, Rica Matsumoto, Sarah Natochenny, Megumi Hayashibara, Shin'ichirô Miki"
true crime,6.6,https://m.media-amazon.com/images/M/MV5BZTc0YmZlN2QtMTg5YS00Y2E1LTg2ZTYtNWQwMTZhZmZmYmI1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=0sJ7Yt5oRUs,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,"Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods, Denis Leary"
my dead friend zoe,6.4,https://m.media-amazon.com/images/M/MV5BZGVmODBmMDItYjQxMi00ZDU5LWFhOWEtZGU4YzRkNzM1Nzg3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Q4SbCaV1esg,"Engaged in a mysterious relationship with her dead best friend from the Army, a female Afghanistan veteran comes head to head with her Vietnam vet grandfather at the family's ancestral lake house.","Sonequa Martin-Green, Natalie Morales, Ed Harris, Morgan Freeman, Utkarsh Ambudkar"
home economics,7.0,https://m.media-amazon.com/images/M/MV5BYWUxYmM2ZmItNDM5Ny00N2I3LWIyZjgtOTg5YzQ0NGM4NGQ0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Er4ofKBSu3A,Three grown-up siblings find themselves living at vastly different levels of financial security from one another.,"Topher Grace, Caitlin McGee, Jimmy Tatro, Karla Souza, Sasheer Zamata"
one night,7.4,https://m.media-amazon.com/images/M/MV5BNTZmN2VlMWMtMTdlMi00NDBhLWIyODMtODEwMzM0ODMwMWYwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=CBcVZcornjI,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in real life.","Heather Langenkamp, Johnny Depp, Robert Englund, John Saxon, Ronee Blakley"
gotti,4.8,https://m.media-amazon.com/images/M/MV5BMjAyODI1NDMxOV5BMl5BanBnXkFtZTgwNDg0Njg0NTM@.jpg,https://www.youtube.com/watch?v=m290GmN-Q7Q,The story of crime boss John Gotti and his son.,"John Travolta, Spencer Lofranco, Kelly Preston, Stacy Keach, Pruitt Taylor Vince"
the beast within,4.3,https://m.media-amazon.com/images/M/MV5BM2ZkMGU0ZDUtMTU0MS00ODBiLTkwYjAtYTcxZTkyYjJjMjcxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ctcLCGbeVZA,"After a series of strange events leads her to question her family's isolated life on a fortified compound deep in the English wilds, 10-year-old Willow follows her parents on one of their secret late-night treks to the heart of the forest.","Kit Harington, Ashleigh Cummings, Caoilinn Springall, James Cosmo, Andrei Nova"
friends like her,7.1,https://m.media-amazon.com/images/M/MV5BNWE0YmM3MDctMjBkZi00OWU4LWE4MmMtMzEwODQ2YjhmMDUyXkEyXkFqcGc@.jpg,,"In a quake-torn Kaikoura town, best friends' lives spiral downwards when a surrogacy pact disintegrates, revealing dark secrets and strained loyalties amid a calamitous backdrop.","Morgana O'Reilly, Tess Haubrich, Jarod Rawiri, Vinnie Bennett, Elizabeth Hawthorne"
the lie: the murder of grace millane,7.3,https://m.media-amazon.com/images/M/MV5BZWVkOWFhYWUtNDY4MC00YmIzLWFhNGEtNTI5ODcyYmJjNTdkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=2QKJB3IDJfw,"Sky Original true-crime documentary on the murder of Grace Millane following a Tinder date in 2018, a case that held a mirror up to a society with a problem of violence towards women.",
brothers in arms,2.5,https://m.media-amazon.com/images/M/MV5BY2M5ZWY2YTctN2U1Ni00YzI1LTgxYTAtYjdlNWM5ODQ1NWI2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=zIwlJiB19s4,The two 'most wanted' cowboys in the New Mexico territory ride into Corazon for one last job - to rob the ruthless town boss.,"David Carradine, Gabriel Casseus, Raymond Cruz, Jared Day, Idalis DeLeon"
onefour: against all odds,6.6,https://m.media-amazon.com/images/M/MV5BNDYwM2FmMjQtNzU3ZC00NzU4LWJmZWEtMmNjZjUxNGFlZjcwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=LCazff4vj_s,"This documentary traces the meteoric rise of Australia's first drill rap stars, defiant in the face of police's efforts to stop them from performing.",
the many saints of newark,6.2,https://m.media-amazon.com/images/M/MV5BYmMyNjEwM2YtYTY1OS00NmE4LWIxYjAtNjA5Y2MwNzg3MGRhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=dHa95iy2lF0,"Witness the making of Tony Soprano. The story that reveals the humanity behind Tony's struggles and the influence his family - especially his uncle, Dickie Moltisanti - had over him becoming the most iconic mob boss of all time.","Alessandro Nivola, Leslie Odom Jr., Jon Bernthal, Vera Farmiga, Corey Stoll"
